"CIP7";"Forme_long";"DCI_long";"Laboratoire";"CIP13";"CIS";"Specialite";"Presentation";"Stock";"Ventes.S.1";"Conso.usuelle";"Appro.S15";"Appro.S16";"Appro.S17";"Appro.S18";"Appro.S19";"Appro.S20";"Appro.S21";"Date";"Ventes.J.1";"Appro.S22";"Appro.S23";"Ventes.mensuelles";"DCI";"Forme";"Dosage_wrong";"Unites_wrong";"Dosage";"Unites";"Dose_mg";"Equiv_Factor";"Stock_U";"Ventes.J.1_U";"Stock_U_equiv"
3641202;"poudre pour inhalation";"SULFATE DE SALBUTAMOL";"MYLAN MEDICAL SAS";"3400936412026";"65779001";"VENTILASTIN NOVOLIZER 100 microgrammes/dose, poudre pour inhalation";"1 cartouche(s) acrylonitrile butadiène styrène polypropylène de 200 dose(s) avec inhalateur(s)";59495;"740";"5324.91666666667";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"SALBUTAMOL";"Forme inhalable";"0,100mg";1;"0,100mg";1;0.1;1;59495;NA;59495
3641202;"poudre pour inhalation";"SULFATE DE SALBUTAMOL";"MYLAN MEDICAL SAS";"3400936412026";"65779001";"VENTILASTIN NOVOLIZER 100 microgrammes/dose, poudre pour inhalation";"1 cartouche(s) acrylonitrile butadiène styrène polypropylène de 200 dose(s) avec inhalateur(s)";62070;"1267";"5325";NA;NA;NA;NA;NA;NA;NA;2020-04-15;NA;NA;NA;NA;"SALBUTAMOL";"Forme inhalable";"0,100mg";1;"0,100mg";1;0.1;1;62070;NA;62070
3641202;"poudre pour inhalation";"SULFATE DE SALBUTAMOL";"MYLAN MEDICAL SAS";"3400936412026";"65779001";"VENTILASTIN NOVOLIZER 100 microgrammes/dose, poudre pour inhalation";"1 cartouche(s) acrylonitrile butadiène styrène polypropylène de 200 dose(s) avec inhalateur(s)";60686;"740";"5325";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;NA;NA;"SALBUTAMOL";"Forme inhalable";"0,100mg";1;"0,100mg";1;0.1;1;60686;NA;60686
3641219;"poudre pour inhalation";"SULFATE DE SALBUTAMOL";"MYLAN MEDICAL SAS";"3400936412194";"65779001";"VENTILASTIN NOVOLIZER 100 microgrammes/dose, poudre pour inhalation";"1 cartouche(s) acrylonitrile butadiène styrène polypropylène de 200 dose(s)";1730;"1026";"2336.5";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"SALBUTAMOL";"Forme inhalable";"0,100mg";1;"0,100mg";1;0.1;1;1730;NA;1730
3641219;"poudre pour inhalation";"SULFATE DE SALBUTAMOL";"MYLAN MEDICAL SAS";"3400936412194";"65779001";"VENTILASTIN NOVOLIZER 100 microgrammes/dose, poudre pour inhalation";"1 cartouche(s) acrylonitrile butadiène styrène polypropylène de 200 dose(s)";8167;"455";"2337";NA;NA;NA;NA;NA;NA;NA;2020-04-15;NA;NA;NA;NA;"SALBUTAMOL";"Forme inhalable";"0,100mg";1;"0,100mg";1;0.1;1;8167;NA;8167
3641219;"poudre pour inhalation";"SULFATE DE SALBUTAMOL";"MYLAN MEDICAL SAS";"3400936412194";"65779001";"VENTILASTIN NOVOLIZER 100 microgrammes/dose, poudre pour inhalation";"1 cartouche(s) acrylonitrile butadiène styrène polypropylène de 200 dose(s)";4039;"2282";"2337";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;NA;NA;"SALBUTAMOL";"Forme inhalable";"0,100mg";1;"0,100mg";1;0.1;1;4039;NA;4039
3643158;"solution injectable";"SULFATE D'ATROPINE";"LABORATOIRE RENAUDIN";"3400936431584";"67839899";"ATROPINE SULFATE RENAUDIN 0,5 mg/ml, solution injectable en ampoule";"10 ampoule(s) bouteille en verre de 1 ml";34856;"186";"2500";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;NA;NA;"ATROPINE";"Forme injectable";"0,5mg/mL;1mL";10;"0,5mg";10;0.5;2.94117647058824;348560;NA;1025176.47058824
3643158;"solution injectable";"SULFATE D'ATROPINE";"LABORATOIRE RENAUDIN";"3400936431584";"67839899";"ATROPINE SULFATE RENAUDIN 0,5 mg/ml, solution injectable en ampoule";"10 ampoule(s) bouteille en verre de 1 ml";35194;"114";"2500";NA;NA;NA;NA;NA;NA;NA;2020-04-15;NA;NA;NA;NA;"ATROPINE";"Forme injectable";"0,5mg";10;"0,5mg";10;0.5;2.94117647058824;351940;NA;1035117.64705882
3643158;"solution injectable";"SULFATE D'ATROPINE";"LABORATOIRE RENAUDIN";"3400936431584";"67839899";"ATROPINE SULFATE RENAUDIN 0,5 mg/ml, solution injectable en ampoule";"10 ampoule(s) bouteille en verre de 1 ml";34740;"75";"2500";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"ATROPINE";"Forme injectable";"0,5mg/mL;1mL";10;"0,5mg";10;0.5;2.94117647058824;347400;NA;1021764.70588235
3643158;"solution injectable";"SULFATE D'ATROPINE";"LABORATOIRE RENAUDIN";"3400936431584";"67839899";"ATROPINE SULFATE RENAUDIN 0,5 mg/ml, solution injectable en ampoule";"10 ampoule(s) bouteille en verre de 1 ml";35194;"114";"2500";NA;NA;NA;NA;NA;NA;NA;2020-04-09;NA;NA;NA;NA;"ATROPINE";"Forme injectable";"0,5mg";10;"0,5mg";10;0.5;2.94117647058824;351940;NA;1035117.64705882
3643193;"solution injectable";"SULFATE D'ATROPINE";"LABORATOIRE RENAUDIN";"3400936431935";"65395919";"ATROPINE SULFATE RENAUDIN 1 mg/ml, solution injectable en ampoule";"10 ampoule(s) bouteille en verre de 1 ml";2884;"18";"130";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;"3000";NA;"ATROPINE";"Forme injectable";"1mg/mL;1mL";10;"1mg";10;1;5.88235294117647;28840;NA;169647.058823529
3643193;"solution injectable";"SULFATE D'ATROPINE";"LABORATOIRE RENAUDIN";"3400936431935";"65395919";"ATROPINE SULFATE RENAUDIN 1 mg/ml, solution injectable en ampoule";"10 ampoule(s) bouteille en verre de 1 ml";13709;"8";"130";NA;NA;NA;NA;NA;"6000";NA;2020-04-23;NA;NA;NA;NA;"ATROPINE";"Forme injectable";"1mg/mL;1mL";10;"1mg";10;1;5.88235294117647;137090;NA;806411.764705882
3643193;"solution injectable";"SULFATE D'ATROPINE";"LABORATOIRE RENAUDIN";"3400936431935";"65395919";"ATROPINE SULFATE RENAUDIN 1 mg/ml, solution injectable en ampoule";"10 ampoule(s) bouteille en verre de 1 ml";13736;"54";"130";NA;NA;NA;NA;NA;"6000";NA;2020-04-15;NA;NA;NA;NA;"ATROPINE";"Forme injectable";"1mg";10;"1mg";10;1;5.88235294117647;137360;NA;808000
3643193;"solution injectable";"SULFATE D'ATROPINE";"LABORATOIRE RENAUDIN";"3400936431935";"65395919";"ATROPINE SULFATE RENAUDIN 1 mg/ml, solution injectable en ampoule";"10 ampoule(s) bouteille en verre de 1 ml";13736;"54";"130";NA;NA;NA;NA;NA;"6000";NA;2020-04-09;NA;NA;NA;NA;"ATROPINE";"Forme injectable";"1mg";10;"1mg";10;1;5.88235294117647;137360;NA;808000
3643247;"solution injectable";"SULFATE D'ATROPINE";"LABORATOIRE RENAUDIN";"3400936432475";"62626185";"ATROPINE SULFATE RENAUDIN 0,25 mg/ml, solution injectable en ampoule";"10 ampoule(s) bouteille en verre de 1 ml";7943;"0";"130";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;NA;NA;"ATROPINE";"Forme injectable";"0,25mg/mL;1mL";10;"0,25mg";10;0.25;1.47058823529412;79430;NA;116808.823529412
3643247;"solution injectable";"SULFATE D'ATROPINE";"LABORATOIRE RENAUDIN";"3400936432475";"62626185";"ATROPINE SULFATE RENAUDIN 0,25 mg/ml, solution injectable en ampoule";"10 ampoule(s) bouteille en verre de 1 ml";7955;"27";"130";NA;NA;NA;NA;NA;NA;NA;2020-04-15;NA;NA;NA;NA;"ATROPINE";"Forme injectable";"0,25mg";10;"0,25mg";10;0.25;1.47058823529412;79550;NA;116985.294117647
3643247;"solution injectable";"SULFATE D'ATROPINE";"LABORATOIRE RENAUDIN";"3400936432475";"62626185";"ATROPINE SULFATE RENAUDIN 0,25 mg/ml, solution injectable en ampoule";"10 ampoule(s) bouteille en verre de 1 ml";7932;"11";"130";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"ATROPINE";"Forme injectable";"0,25mg/mL;1mL";10;"0,25mg";10;0.25;1.47058823529412;79320;NA;116647.058823529
3643247;"solution injectable";"SULFATE D'ATROPINE";"LABORATOIRE RENAUDIN";"3400936432475";"62626185";"ATROPINE SULFATE RENAUDIN 0,25 mg/ml, solution injectable en ampoule";"10 ampoule(s) bouteille en verre de 1 ml";7955;"27";"130";NA;NA;NA;NA;NA;NA;NA;2020-04-09;NA;NA;NA;NA;"ATROPINE";"Forme injectable";"0,25mg";10;"0,25mg";10;0.25;1.47058823529412;79550;NA;116985.294117647
3643299;"solution injectable";"TARTRATE D'ADRÉNALINE";"LABORATOIRE RENAUDIN";"3400936432994";"69553494";"ADRENALINE RENAUDIN 1 mg/ml, solution injectable en ampoule";"10 ampoule(s) bouteille en verre de 5 ml";3522;"209";"1147";NA;NA;NA;NA;NA;NA;"16500";2020-05-04;NA;NA;NA;NA;"ADRÉNALINE";"Forme injectable";"1mg";10;"1mg/mL;5mL";10;5;33.3333333333333;35220;NA;1174000
3643299;"solution injectable";"TARTRATE D'ADRÉNALINE";"LABORATOIRE RENAUDIN";"3400936432994";"69553494";"ADRENALINE RENAUDIN 1 mg/ml, solution injectable en ampoule";"10 ampoule(s) bouteille en verre de 5 ml";3779;"1068";"1147";NA;NA;NA;NA;NA;"16500";NA;2020-04-23;NA;NA;NA;NA;"ADRÉNALINE";"Forme injectable";"1mg/mL;5mL";10;"1mg/mL;5mL";10;5;33.3333333333333;37790;NA;1259666.66666667
3643336;"solution injectable";"TARTRATE D'ADRÉNALINE";"LABORATOIRE RENAUDIN";"3400936433366";"69553494";"ADRENALINE RENAUDIN 1 mg/ml, solution injectable en ampoule";"10 ampoule(s) bouteille en verre de 20 ml";939;"121";"198";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;NA;NA;"ADRÉNALINE";"Forme injectable";"1mg/mL;20mL";10;"1mg/mL;20mL";10;20;133.333333333333;9390;NA;1252000
3643336;"solution injectable";"TARTRATE D'ADRÉNALINE";"LABORATOIRE RENAUDIN";"3400936433366";"69553494";"ADRENALINE RENAUDIN 1 mg/ml, solution injectable en ampoule";"10 ampoule(s) bouteille en verre de 20 ml";931;"2";"198";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"ADRÉNALINE";"Forme injectable";"1mg";10;"1mg/mL;20mL";10;20;133.333333333333;9310;NA;1241333.33333333
3643365;"solution injectable";"TARTRATE D'ADRÉNALINE";"LABORATOIRE RENAUDIN";"3400936433656";"69556177";"ADRENALINE RENAUDIN 0,50 mg/ml, solution injectable";"10 ampoule(s) bouteille en verre de 1 ml";11152;"90";"894";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"ADRÉNALINE";"Forme injectable";"0,500mg";10;"0,5mg/mL;1mL";10;0.5;3.33333333333333;111520;NA;371733.333333333
3643365;"solution injectable";"TARTRATE D'ADRÉNALINE";"LABORATOIRE RENAUDIN";"3400936433656";"69556177";"ADRENALINE RENAUDIN 0,50 mg/ml, solution injectable";"10 ampoule(s) bouteille en verre de 1 ml";11268;"61";"894";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;NA;NA;"ADRÉNALINE";"Forme injectable";"0,5mg/mL;1mL";10;"0,5mg/mL;1mL";10;0.5;3.33333333333333;112680;NA;375600
3643394;"solution injectable";"TARTRATE D'ADRÉNALINE";"LABORATOIRE RENAUDIN";"3400936433946";"69325747";"ADRENALINE RENAUDIN 0,25 mg/ml, solution injectable en ampoule";"10 ampoule(s) bouteille en verre de 1 ml";22024;"142";"3277";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;NA;NA;"ADRÉNALINE";"Forme injectable";"0,25mg/mL;1mL";10;"0,25mg/mL;1mL";10;0.25;1.66666666666667;220240;NA;367066.666666667
3643394;"solution injectable";"TARTRATE D'ADRÉNALINE";"LABORATOIRE RENAUDIN";"3400936433946";"69325747";"ADRENALINE RENAUDIN 0,25 mg/ml, solution injectable en ampoule";"10 ampoule(s) bouteille en verre de 1 ml";21801;"145";"3277";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"ADRÉNALINE";"Forme injectable";"0,250mg";10;"0,25mg/mL;1mL";10;0.25;1.66666666666667;218010;NA;363350
3644146;"comprimé pelliculé";"SULFATE D'HYDROXYCHLOROQUINE";"SANOFI AVENTIS FRANCE";"3400936441460";"67767535";"PLAQUENIL 200 mg, comprimé pelliculé";"plaquette(s) PVC-Aluminium de 30 comprimé(s)";599765;"25396";"109645.727272727";NA;NA;NA;NA;"0";"60469";"1e+05";2020-05-04;NA;"68632";"343160";NA;"HYDROXYCHLOROQUINE";"Forme orale sèche";"200mg";30;"200mg";30;200;1;17992950;NA;17992950
3644761;"pastille";"CATIORÉSINE CARBOXYLATE DE NICOTINE";"PIERRE FABRE MEDICAMENT";"3400936447615";"68852892";"NICOPASS 1,5 mg SANS SUCRE MENTHE FRAICHEUR, pastille édulcorée à l'aspartam et à l'acésulfame potassique";"plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 12 pastille(s)";0;"0";"493";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;NA;NA;"NICOTINE";"Forme orale sèche";"1,5mg";12;"1,5mg";12;1.5;1.5;0;NA;0
3644761;"pastille";"CATIORESINE CARBOXYLATE DE NICOTINE";"PIERRE FABRE MEDICAMENT";"3400936447615";"68852892";"NICOPASS 1,5 mg SANS SUCRE MENTHE FRAICHEUR, pastille édulcorée à l'aspartam et à l'acésulfame potassique";"plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 12 pastille(s)";0;NA;"490";NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"NICOTINE";"Forme orale sèche";"1,5mg";12;"1,5mg";12;1.5;1.5;0;NA;0
3644784;"pastille";"CATIORÉSINE CARBOXYLATE DE NICOTINE";"PIERRE FABRE MEDICAMENT";"3400936447844";"68852892";"NICOPASS 1,5 mg SANS SUCRE MENTHE FRAICHEUR, pastille édulcorée à l'aspartam et à l'acésulfame potassique";"plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 36 pastille(s)";0;"0";"0";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;NA;NA;"NICOTINE";"Forme orale sèche";"1,5mg";36;"1,5mg";36;1.5;1.5;0;NA;0
3644784;"pastille";"CATIORESINE CARBOXYLATE DE NICOTINE";"PIERRE FABRE MEDICAMENT";"3400936447844";"68852892";"NICOPASS 1,5 mg SANS SUCRE MENTHE FRAICHEUR, pastille édulcorée à l'aspartam et à l'acésulfame potassique";"plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 36 pastille(s)";24;"0";"6800";NA;NA;NA;NA;"0";"0";"0";2020-05-04;NA;"0";"0";NA;"NICOTINE";"Forme orale sèche";"1,5mg";36;"1,5mg";36;1.5;1.5;864;NA;1296
3645298;"comprimé pelliculé sécable";"OFLOXACINE";"SANDOZ";"3400936452985";"65021031";"OFLOXACINE SANDOZ 200 mg, comprimé pelliculé sécable";"plaquette(s) thermoformée(s) PVC-Aluminium de 10 comprimé(s)";14120;"7623";"11923.25";NA;NA;"0";"0";"0";"0";"0";2020-04-15;NA;"0";NA;NA;"OFLOXACINE";"Forme orale sèche";"200mg";10;"200mg";10;200;1;141200;NA;141200
3647624;"comprimé";"CITRATE DE TAMOXIFÈNE";"ARROW GENERIQUES";"3400936476240";"62147950";"TAMOXIFENE ARROW 20 mg, comprimé";"plaquette(s) thermoformée(s) PVC aluminium polyamide de 30 comprimé(s)";22774;"1816";"5058.2463275472";NA;NA;NA;NA;NA;NA;NA;2020-04-15;NA;"6666";NA;NA;"TAMOXIFÈNE";"Forme orale sèche";"20mg";30;"20mg";30;20;2;683220;NA;1366440
3649899;"pastille";"CATIORÉSINE CARBOXYLATE DE NICOTINE";"PIERRE FABRE MEDICAMENT";"3400936498990";"68852892";"NICOPASS 1,5 mg SANS SUCRE MENTHE FRAICHEUR, pastille édulcorée à l'aspartam et à l'acésulfame potassique";"plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 96 pastille(s)";62000;"265547";"144319";NA;NA;NA;"53800";"35500";"85600";"85500";2020-04-23;NA;"53400";"34600";NA;"NICOTINE";"Forme orale sèche";"1,5mg";96;"1,5mg";96;1.5;1.5;5952000;NA;8928000
3649899;"pastille";"CATIORESINE CARBOXYLATE DE NICOTINE";"PIERRE FABRE MEDICAMENT";"3400936498990";"68852892";"NICOPASS 1,5 mg SANS SUCRE MENTHE FRAICHEUR, pastille édulcorée à l'aspartam et à l'acésulfame potassique";"plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 96 pastille(s)";71646;"37052";"120000";NA;NA;NA;NA;"0";"0";"17684";2020-05-04;NA;"52200";"88200";NA;"NICOTINE";"Forme orale sèche";"1,5mg";96;"1,5mg";96;1.5;1.5;6878016;NA;10317024
3649907;"pastille";"NICOTINE (RÉSINATE DE)";"PIERRE FABRE MEDICAMENT";"3400936499072";"69248642";"NICOPASS 1,5 mg SANS SUCRE REGLISSE MENTHE, pastille édulcorée à l'aspartam et à l'acésulfame potassique";"plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 12 pastille(s)";0;"0";"0";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;NA;NA;"NICOTINE";"Forme orale sèche";"1,5mg";12;"1,5mg";12;1.5;1.5;0;NA;0
3649907;"pastille";"NICOTINE (RESINATE DE)";"PIERRE FABRE MEDICAMENT";"3400936499072";"69248642";"NICOPASS 1,5 mg SANS SUCRE REGLISSE MENTHE, pastille édulcorée à l'aspartam et à l'acésulfame potassique";"plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 12 pastille(s)";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"NICOTINE";"Forme orale sèche";"1,5mg";12;"1,5mg";12;1.5;1.5;0;NA;0
3649936;"pastille";"NICOTINE (RÉSINATE DE)";"PIERRE FABRE MEDICAMENT";"3400936499362";"69248642";"NICOPASS 1,5 mg SANS SUCRE REGLISSE MENTHE, pastille édulcorée à l'aspartam et à l'acésulfame potassique";"plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 36 pastille(s)";0;"0";"0";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;NA;NA;"NICOTINE";"Forme orale sèche";"1,5mg";36;"1,5mg";36;1.5;1.5;0;NA;0
3649936;"pastille";"NICOTINE (RESINATE DE)";"PIERRE FABRE MEDICAMENT";"3400936499362";"69248642";"NICOPASS 1,5 mg SANS SUCRE REGLISSE MENTHE, pastille édulcorée à l'aspartam et à l'acésulfame potassique";"plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 36 pastille(s)";0;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-05-04;NA;NA;NA;NA;"NICOTINE";"Forme orale sèche";"1,5mg";36;"1,5mg";36;1.5;1.5;0;NA;0
3649988;"pastille";"NICOTINE (RÉSINATE DE)";"PIERRE FABRE MEDICAMENT";"3400936499881";"69248642";"NICOPASS 1,5 mg SANS SUCRE REGLISSE MENTHE, pastille édulcorée à l'aspartam et à l'acésulfame potassique";"plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 96 pastille(s)";2600;"0";"89";NA;NA;NA;NA;NA;NA;NA;2020-04-23;NA;NA;NA;NA;"NICOTINE";"Forme orale sèche";"1,5mg";96;"1,5mg";96;1.5;1.5;249600;NA;374400
3649988;"pastille";"NICOTINE (RESINATE DE)";"PIERRE FABRE MEDICAMENT";"3400936499881";"69248642";"NICOPASS 1,5 mg SANS SUCRE REGLISSE MENTHE, pastille édulcorée à l'aspartam et à l'acésulfame potassique";"plaquette(s) thermoformée(s) PVC polyéthylène PVDC aluminium de 96 pastille(s)";2600;"2";"0";NA;NA;NA;NA;"0";"0";"0";2020-05-04;NA;"0";"0";NA;"NICOTINE";"Forme orale sèche";"1,5mg";96;"1,5mg";96;1.5;1.5;249600;NA;374400
3651347;"comprimé";"MIFEPRISTONE";"NORDIC PHARMA";"3400936513471";"66422290";"MIFEGYNE 200 mg, comprimé";"3 plaquette(s) PVC-Aluminium de 1 comprimé(s)";40593;"3499";"11746";NA;NA;NA;NA;"0";"26934";"0";2020-05-04;NA;"0";"19110";NA;"MIFÉPRISTONE";"Forme orale sèche";"200mg";3;"200mg";3;200;1;121779;NA;121779
3651347;"comprimé";"MIFÉPRISTONE";"NORDIC PHARMA";"3400936513471";"66422290";"MIFEGYNE 200 mg, comprimé";"3 plaquette(s) PVC-Aluminium de 1 comprimé(s)";44078;"2249";"11746";NA;NA;NA;"0";"26035";"0";"0";2020-04-23;NA;"0";"19110";NA;"MIFÉPRISTONE";"Forme orale sèche";"200mg";3;"200mg";3;200;1;132234;NA;132234
3653174;"solution injectable";"ATROPINE (SULFATE D')";"LABORATOIRES CHAIX ET DU MARAIS";"3400936531741";"63667263";"ATROPINE (SULFATE) LAVOISIER 0,25 mg/1 ml, solution injectable";"10 ampoule(s) bouteille en verre de 1 ml";1400;"15";"833";NA;NA;NA;"0";"0";"0";"0";2020-04-23;NA;"0";NA;NA;"ATROPINE";"Forme injectable";"0,25mg";10;"0,25mg";10;0.25;1.47058823529412;14000;NA;20588.2352941176
3653174;"solution injectable";"ATROPINE (SULFATE D')";"LABORATOIRES CHAIX ET DU MARAIS";"3400936531741";"63667263";"ATROPINE (SULFATE) LAVOISIER 0,25 mg/1 ml, solution injectable";"10 ampoule(s) bouteille en verre de 1 ml";1415;"28";"833";NA;NA;"0";"0";"0";"0";"0";2020-04-15;NA;"0";NA;NA;"ATROPINE";"Forme injectable";"0,25mg";10;"0,25mg";10;0.25;1.47058823529412;14150;NA;20808.8235294118
3653174;"solution injectable";"ATROPINE (SULFATE D')";"LABORATOIRES CHAIX ET DU MARAIS";"3400936531741";"63667263";"ATROPINE (SULFATE) LAVOISIER 0,25 mg/1 ml, solution injectable";"10 ampoule(s) bouteille en verre de 1 ml";1394;"6";"833";NA;NA;NA;NA;"0";"0";"0";2020-05-04;NA;"0";"0";NA;"ATROPINE";"Forme injectable";"0,25mg";10;"0,25mg";10;0.25;1.47058823529412;13940;NA;20500
3653174;"solution injectable";"ATROPINE (SULFATE D')";"LABORATOIRES CHAIX ET DU MARAIS";"3400936531741";"63667263";"ATROPINE (SULFATE) LAVOISIER 0,25 mg/1 ml, solution injectable";"10 ampoule(s) bouteille en verre de 1 ml";1415;NA;"0";0;0;"0";"0";"0";"0";"0";2020-04-09;5;NA;NA;NA;"ATROPINE";"Forme injectable";"0,25mg";10;"0,25mg";10;0.25;1.47058823529412;14150;50;20808.8235294118
3653180;"solution injectable";"ATROPINE (SULFATE D')";"LABORATOIRES CHAIX ET DU MARAIS";"3400936531802";"63667263";"ATROPINE (SULFATE) LAVOISIER 0,25 mg/1 ml, solution injectable";"100 ampoule(s) bouteille en verre de 1 ml";740;"1";"4166";NA;NA;NA;"0";"0";"0";"0";2020-04-23;NA;"0";NA;NA;"ATROPINE";"Forme injectable";"0,25mg";100;"0,25mg";100;0.25;1.47058823529412;74000;NA;108823.529411765
3653180;"solution injectable";"ATROPINE (SULFATE D')";"LABORATOIRES CHAIX ET DU MARAIS";"3400936531802";"63667263";"ATROPINE (SULFATE) LAVOISIER 0,25 mg/1 ml, solution injectable";"100 ampoule(s) bouteille en verre de 1 ml";741;"0";"4166";NA;NA;"0";"0";"0";"0";"0";2020-04-15;NA;"0";NA;NA;"ATROPINE";"Forme injectable";"0,25mg";100;"0,25mg";100;0.25;1.47058823529412;74100;NA;108970.588235294
3653180;"solution injectable";"ATROPINE (SULFATE D')";"LABORATOIRES CHAIX ET DU MARAIS";"3400936531802";"63667263";"ATROPINE (SULFATE) LAVOISIER 0,25 mg/1 ml, solution injectable";"100 ampoule(s) bouteille en verre de 1 ml";740;"0";"4166";NA;NA;NA;NA;"0";"0";"0";2020-05-04;NA;"0";"0";NA;"ATROPINE";"Forme injectable";"0,25mg";100;"0,25mg";100;0.25;1.47058823529412;74000;NA;108823.529411765
3653180;"solution injectable";"ATROPINE (SULFATE D')";"LABORATOIRES CHAIX ET DU MARAIS";"3400936531802";"63667263";"ATROPINE (SULFATE) LAVOISIER 0,25 mg/1 ml, solution injectable";"100 ampoule(s) bouteille en verre de 1 ml";741;NA;"1";0;0;"0";"0";"0";"0";"0";2020-04-09;0;NA;NA;NA;"ATROPINE";"Forme injectable";"0,25mg";100;"0,25mg";100;0.25;1.47058823529412;74100;0;108970.588235294
3653197;"solution injectable";"ATROPINE (SULFATE D')";"LABORATOIRES CHAIX ET DU MARAIS";"3400936531970";"61397901";"ATROPINE (SULFATE) LAVOISIER 0,50 mg/ml, solution injectable";"10 ampoule(s) bouteille en verre de 1 ml";124;"0";"1250";NA;NA;NA;"0";"0";"0";"3060";2020-04-23;NA;"0";NA;NA;"ATROPINE";"Forme injectable";"0,5mg";10;"0,5mg";10;0.5;2.94117647058824;1240;NA;3647.05882352941
3653197;"solution injectable";"ATROPINE (SULFATE D')";"LABORATOIRES CHAIX ET DU MARAIS";"3400936531970";"61397901";"ATROPINE (SULFATE) LAVOISIER 0,50 mg/ml, solution injectable";"10 ampoule(s) bouteille en verre de 1 ml";133;"8";"1250";NA;NA;"0";"0";"0";"0";"3060";2020-04-15;NA;"0";NA;NA;"ATROPINE";"Forme injectable";"0,5mg";10;"0,5mg";10;0.5;2.94117647058824;1330;NA;3911.76470588235
3653197;"solution injectable";"ATROPINE (SULFATE D')";"LABORATOIRES CHAIX ET DU MARAIS";"3400936531970";"61397901";"ATROPINE (SULFATE) LAVOISIER 0,50 mg/ml, solution injectable";"10 ampoule(s) bouteille en verre de 1 ml";109;"15";"1250";NA;NA;NA;NA;"0";"0";"0";2020-05-04;NA;"0";"0";NA;"ATROPINE";"Forme injectable";"0,5mg";10;"0,5mg";10;0.5;2.94117647058824;1090;NA;3205.88235294118
3653197;"solution injectable";"ATROPINE (SULFATE D')";"LABORATOIRES CHAIX ET DU MARAIS";"3400936531970";"61397901";"ATROPINE (SULFATE) LAVOISIER 0,50 mg/ml, solution injectable";"10 ampoule(s) bouteille en verre de 1 ml";133;NA;"0";0;0;"0";"0";"0";"0";"0";2020-04-09;14;NA;NA;NA;"ATROPINE";"Forme injectable";"0,5mg";10;"0,5mg";10;0.5;2.94117647058824;1330;140;3911.76470588235
3653205;"solution injectable";"ATROPINE (SULFATE D')";"LABORATOIRES CHAIX ET DU MARAIS";"3400936532052";"61397901";"ATROPINE (SULFATE) LAVOISIER 0,50 mg/ml, solution injectable";"100 ampoule(s) bouteille en verre de 1 ml";719;"10";"4166";NA;NA;NA;"0";"0";"0";"1024";2020-04-23;NA;"0";NA;NA;"ATROPINE";"Forme injectable";"0,5mg";100;"0,5mg";100;0.5;2.94117647058824;71900;NA;211470.588235294
3653205;"solution injectable";"ATROPINE (SULFATE D')";"LABORATOIRES CHAIX ET DU MARAIS";"3400936532052";"61397901";"ATROPINE (SULFATE) LAVOISIER 0,50 mg/ml, solution injectable";"100 ampoule(s) bouteille en verre de 1 ml";729;"2";"4166";NA;NA;"0";"0";"0";"0";"1024";2020-04-15;NA;"0";NA;NA;"ATROPINE";"Forme injectable";"0,5mg";100;"0,5mg";100;0.5;2.94117647058824;72900;NA;214411.764705882
